Product,Url,uniqueName,Description
Women&apos;s Specific Performance Run Top,http://www.champ-sys.com.au/custom/custom-women-s-specific-performance-run-top.html,custom-women-s-specific-performance-run-top,"                       <p><span style='font-family: Arial, sans-serif; font-size: 10pt; background-color: #ffffff;'>A classic design for training and competition with a <strong>women&#x2019;s specific</strong> fit. Made from our exclusive microfiber CS Tech fabric for superior wicking and moisture management the performance run top can be fully printed with your designs and logos.&#xA0;</span></p><br><p class='MsoNormal' style='background-color: #ffffff;'><strong><span style='font-size: 10pt; font-family: Arial, sans-serif;'>Features:</span></strong></p><br><ul style='margin-bottom: 1em; padding-left: 1.5em; list-style-position: outside; list-style-image: initial; background-color: #ffffff;'><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;'>Constructed of&#xA0;</span><a style='color: #e26703;' href='running/fabrics'>CS Tech fabric</a><span style='font-size: 10pt; font-family: Arial, sans-serif;'>.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>No annoying label tags at the neck</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>Fully customisable.&#xA0;</span></li><br><li><span style='font-family: Symbol;'><span style='font-size: 7pt; line-height: normal; font-family: &apos;Times New Roman&apos;;'>&#xA0;</span></span><span style='font-size: 10pt; font-family: Arial, sans-serif;' lang='EN'>Great for clubs, events, corporate teams and more.</span></li><br></ul><br><p><strong><em>Women&apos;s Performance Run Top available in V-neck only.</em></strong></p><br><p>&#xA0;</p><br><p>&#xA0;</p>                    "
Thermal Long Sleeve - Base Layer,http://www.champ-sys.com.au/custom/thermal-long-sleeve-base-layer.html,thermal-long-sleeve-base-layer,"                       <p>Designed for cold weather conditions, the thermal base layer uses the latest in heat retention technology to offer an innovative fabric that keeps heat closer to the body while at the same time wicking moisture away.&#xA0; The result is increased warmth while your body remains dry.&#xA0; It&#x2019;s the ideal base layer when the temperature drops. Our thermal base layers can also be customized. We do not print the entire base layer, just the area below the neck.&#xA0;Check out the picture &#x2014; where our Champion System logo appears is the area where we can print your logo.&#xA0;</p>                    "
Transformer Cap,http://www.champ-sys.com.au/custom/transformer-cap.html,transformer-cap,"                       <p>This technical hat is both breathable and folds instantly to fit in your pocket.&#xA0;</p><br><p>NOTE:&#xA0;This is an embroidered, not a sublimated piece.&#xA0;One logo can be placed on the front of the cap.</p><br><p>5-piece minimum if part of a jersey/bib short order<br>50-piece minimum for a cap-only order</p><br><p>&#xA0;</p>                    "
Mussette Bag,http://www.champ-sys.com.au/custom/mussette-bag.html,mussette-bag,"                       <p><span style='font-family: Arial; font-size: small;'>Another Champion System exclusive!&#xA0;Mussette bags are normally screen printed and have huge minimums.&#xA0;Our mussette bags are fully sublimated and have a 50-piece minimum.&#xA0;A must for your next feed zone.</span></p><br><h4>Features:</h4><br><ul><br><li>unlimited number of colours</li><br><li>fully sublimated</li><br><li>velcro closure</li><br><li>long shoulder strap</li><br><li>50-piece minimum stand alone order.&#xA0;</li><br><li>5-piece minimum if ordering within a CS10 order</li><br><li><b>NOTE: Screen Printed Mussette Bag available for $5.00. 200 piece minimum</b></li><br></ul><br><p>&#xA0;</p>                    "
Thermoshield Tech Fleece Jacket ,http://www.champ-sys.com.au/custom/thermoshield-tech-fleece-jacket.html,thermoshield-tech-fleece-jacket,"                       <h4>A step down from our PRO and Thermoshield winter jackets in terms of protection. For intermediate winter conditions combining our CS Tech Fleece with our wind resistant Thermosheld material.</h4><br><h4>Features:</h4><br><ul><br><li>front panel made from our exclusive <a href='http://www.champ-sys.com.au/our-fabrics/'>CS ThermoShield</a></li><br><li>side and back panels made from our <a href='http://www.champ-sys.com.au/our-fabrics/' target='_blank'>CS Tech-Fleece</a></li><br><li>unlimited number of colors</li><br><li>full concealed zipper</li><br><li>high collar</li><br><li>separate side panels</li><br><li>three rear pockets</li><br></ul><br>                    "
Clear Rain Jacket,http://www.champ-sys.com.au/custom/clear-rain-jacket.html,clear-rain-jacket,"                       <p>Welcome to a revolution in clear rain jacket technology. &#xA0;Unlike clear rain jackets of the past, our seamless clear rain jacket is both breathable and wind/water resistant. &#xA0;Constructed of CS Seamless Technology, the entire jacket does not use traditional sewn seams but instead all seams are bonded. &#xA0;CS Seamless Technology increases circulation and improves comfort not to mention it will keep the rain and wind out. &#xA0;Your team logo can be screen printed on the upper right front only.&#xA0; Also available in a sleeveless vest style &#x2013; very euro!&#xA0;</p><br><p>*Minimum of ten pieces required in order to print your own custom logo.</p>                    "
Apex BLADE Tri Short,http://www.champ-sys.com.au/custom/apex-blade-tri-short.html,apex-blade-tri-short,"                       <p><span style='font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>The Apex Blade Tri Short features side pockets designed to store energy bars or gels.<span>&#xA0; </span>The short uses flatlock stitching upgraded Elite tri-specific pad. Available in men&apos;s and women&apos;s cuts.<br> </span></p><br><p><strong>Features</strong>:</p><br><ul><br><li>CS Hydrodry fabric: dry feel, water repellent stretch fabric designed specifically for Champion System. Hydrodry is the first fabric of its kind to have sublimation printing capabilities.</li><br><li>Elite fit</li><br><li>Covered Side Pockets</li><br><li><em>UPGRADED</em> Elite Tri Chamois</li><br><li>Flatlock stitching</li><br><li>Dual layer rear panel</li><br></ul><br><p>&#xA0;</p><br><p><em><br></em></p><br><p>&#xA0;</p><br><p>&#xA0;</p><br><p>&#xA0;</p><br><p><br> <strong>Please note</strong> In an effort to offer our customers the most technologically advanced materials, we chose our exclusive HydroDry fabric for our Apex and Elite tri line. This state-of-the-art material features superior compression and water-repellent properties. Due to the technical nature of the HydroDry fabric, the printing may not be as crisp as other non-Apex and Elite garments.</p>                    "
Performance Run Top,http://www.champ-sys.com.au/custom/performance-ss-run-top.html,performance-ss-run-top,"                       <p>The Champion System <span style='color: #ff6600;'>Technical Performance Top</span> is designed to maximize your workout by keeping you <span style='color: #ff6600;'>dry and comfortable</span>.&#xA0; Made from our exclusive microfiber CS Tech fabric, the Performance Run Top offers the <span style='color: #ff6600;'>fit and feel</span> you demand from your performance clothing.</p><br><p class='MsoNormal'><span style='color: #ff6600;'><strong><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Features:</span></strong></span><br></p><li>Constructed of <a href='http://www.champ-sys.com.au/our-fabrics/'><span style='color: #000000;'>CS Tech fabric</span></a><br></li><li>100% permanent UV protection yarn able to reach UPF50+<br></li><li>No annoying label tags at the neck<br></li><li>Fully customisable<br></li><li>Great for clubs, events, corporate teams and more<br><p><br></p><p><span style='color: #000000;'>&#xA0;<a href='http://aucustom.champ-sys.com/Login/en-AU/Default.aspx' target='_blank'><img alt='' src='http://www.champ-sys.com.au/media/wysiwyg/Start_Customising_button_1.jpg' height='48' width='153'></a></span></p>                    </li>"
Apex Men&apos;s Run Top (V Neck Design),http://www.champ-sys.com.au/custom/apex-men-s-run-top-v-neck-design.html,apex-men-s-run-top-v-neck-design,"                       <p><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>The Champion System Apex Run Top is constructed of our exclusive&#xA0;</span><span style='background-color: #ffffff;'>CS AirLite</span>&#xA0;<span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>fabric with strategically placed mesh side panels for even greater breathability and flatlock seams for increased comfort. A must for training and competition.</span></span></p><br><p class='MsoNormal'><span style='color: #000000;'><strong><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Features:</span></strong></span></p><br><ul><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Constructed of&#xA0;<span style='font-family: Arial, Helvetica, sans-serif; font-size: 12px; line-height: 18px; background-color: #ffffff;'>CS AirLite fabric</span>.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='color: #000000;'><span style='font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol;'><span style='mso-list: Ignore;'><span style='font: 7.0pt &apos;Times New Roman&apos;;'>&#xA0;</span></span></span><span style='font-size: 10pt; font-family: Arial, sans-serif;'>No annoying label tags at the neck</span></span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Fully customisable.&#xA0; </span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Great for clubs, events, corporate teams and more.</span></li><br></ul>                    "
Apex LINK Tri Top,http://www.champ-sys.com.au/custom/apex-link-tri-top.html,apex-link-tri-top,"                       <p>The CS Apex Link Tri Top is made of our exclusive CS Hydrodry fabric and is fully customizable. It features an elite cut and is available in standard and long lengths. Available in men&apos;s and women&apos;s cuts.</p><br><p><strong>Features</strong>:</p><br><ul><br><li>CS Hydrodry fabric: dry feel, water repellent stretch fabric designed specifically for Champion System. Hydrodry is the first fabric of its kind to have sublimation printing capabilities.</li><br><li>Elite fit</li><br><li>Flatlock Stitching&#xA0;</li><br></ul><br><p>&#xA0;</p><br><p>&#xA0;</p><br><p>&#xA0;</p><br><p>&#xA0;</p><br><br><br><b>Please note</b><br>In an effort to offer our customers the most technologically advanced materials, we chose our exclusive HydroDry fabric for our Apex and Elite tri line. This state-of-the-art material features superior compression and water-repellent properties. Due to the technical nature of the HydroDry fabric, the printing may not be as crisp as other non-Apex and Elite garments.                    "
Time Trial Gloves,http://www.champ-sys.com.au/custom/time-trial-gloves.html,time-trial-gloves,"                       <p>Not long ago Pro riders started showing up at time trials wearing gloves made specifically for time trials. They were cut longer, extended past the wrist, and there was no Velcro closure. Simply put - they were more aerodynamic.&#xA0; <br> <br> You don&apos;t have to be a pro rider to have these gloves. Champion System is the only company offering custom time trial gloves. Our time trial gloves feature a soft, lightly padded palm so you can feel the bars.&#xA0; There is no velcro closure - you slip the gloves on through a small elastic opening. Once on, they fit tight and don&apos;t move at all.&#xA0;&#xA0;</p><br><p>Perfect for kilos, pursuits and road time trials. If you love TT&apos;s these gloves are a must!<br> &#xA0;</p><br><p>&#xA0;</p>                    "
Speed Shoe Cover,http://www.champ-sys.com.au/custom/speed-shoe-cover.html,speed-shoe-cover,"                       <p>Another Champion System exclusive! The Speed Shoe Cover is made from the same fabric we use in our CS Long Sleeve Speed Suits and CS Short Sleeve Speed Suits.&#xA0;&#xA0;It&apos;s a wind tunnel-tested dimple fabric developed by the Swiss company Eschler.&#xA0; All the top pro teams are using this fabric for their time trial skinsuits and we&apos;ve taken it a step further by also offering it in a shoe cover design.&#xA0; A must for serious time trialists, track riders or anybody else looking for an aero advantage.</p><br><h4>Features:</h4><br><ul><br><li>unlimited number of colors</li><br><li>rear zipper for easy entry</li><br><li>heal and cleat cutouts</li><br><li>superb ankle grippers</li><br></ul><br><p>&#xA0;</p><br><p>&#xA0;</p>                    "
Apex LINK Tri Short,http://www.champ-sys.com.au/custom/apex-link-tri-short.html,apex-link-tri-short,"                       <p>Featuring contoured, body-forming panels, flatlock stitching, and our upgraded Elite tri-specific pad, the Apex Link Tri Short is based on our classic design which has been worn by thousands of triathletes around the world, from age-groupers to Olympians. Available in men&apos;s and women&apos;s cuts.</p><br><p><strong>Features</strong>:</p><br><ul><br><li>CS Hydrodry fabric: dry feel, water repellent stretch fabric designed specifically for Champion System. Hydrodry is the first fabric of its kind to have sublimation printing capabilities.</li><br><li>Elite fit</li><br><li><em>UPGRADED</em> Elite Tri Chamois</li><br><li>Flatlock stitching</li><br><li>Dual layer rear panel</li><br></ul><br><p>&#xA0;</p><br><br><br><br><b>Please note</b><br>In an effort to offer our customers the most technologically advanced materials, we chose our exclusive HydroDry fabric for our Apex and Elite tri line. This state-of-the-art material features superior compression and water-repellent properties. Due to the technical nature of the HydroDry fabric, the printing may not be as crisp as other non-Apex and Elite garments.                    "
Cycle Cap Tech,http://www.champ-sys.com.au/custom/cycle-cap-tech.html,cycle-cap-tech,"                       <p>Perfect lightweight cap for use under a helmet that helps control sweat, and protects from sunburn. Can easily be thrown in the wash with the rest of your cycling gear.</p><br><h4>Features:</h4><br><ul><br><li>Unlimited number of colors at no extra charge</li><br><li>Made from the same <a href='http://champ-sys.com.au/cycling/fabrics'>CS Tech</a> technical moisture-wicking fabric used in our cycling jerseys</li><br><li>Terrycloth&#xA0;under the brim&#xA0;</li><br><li><a href='http://www.champ-sys.com.au/order-minimums/' target='_self'>Minimums</a></li><br></ul>                    "
Visor,http://www.champ-sys.com.au/custom/visor.html,visor,"                       <p>The CS Custom&#xA0;Visor is made of our breathable <a href='http://champ-sys.com.au/running/fabrics' target='_blank'>CS-Tech</a> Fabric and features an elastic band for supreme comfort. NOTE:&#xA0;This is an embroidered, not a sublimated piece.&#xA0;One logo can be placed on the front of the visor.</p><br><p>&#xA0;</p><br><h4 style='margin-top: 0px; color: #000000; background-color: #ffffff;'>Features:</h4><br><ul style='margin-bottom: 1em; padding-left: 1.5em; list-style-position: outside; list-style-image: initial; background-color: #ffffff;'><br><li>5-piece minimum if part of a jersey/bib short order</li><br><li>50-piece minimum for a cap-only order</li><br><li>available in black, navy blue, and white.</li><br></ul>                    "
Apex Men&apos;s Run Top (Crew Neck),http://www.champ-sys.com.au/custom/apex-men-s-run-top-crew-neck.html,apex-men-s-run-top-crew-neck,"                       <p><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>The Champion System Apex Run Top is constructed of our exclusive Champion System&#xA0;</span><span style='background-color: #ffffff;'>CS AirLite&#xA0;</span><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>fabric with strategically placed mesh side panels for even greater breathability and flatlock seams for increased comfort. A must for training and competition.</span></span></p><br><p class='MsoNormal'><span style='color: #000000;'><strong><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Features:</span></strong></span></p><br><ul><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Constructed of <span style='font-family: Arial, Helvetica, sans-serif; font-size: 12px; line-height: 18px; background-color: #ffffff;'>CS AirLite</span>&#xA0;fabric.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>No annoying label tags at the neck</span></li><br><li><span style='color: #000000;'><span style='font-size: 10pt; font-family: Arial, sans-serif;'>Fully customisable.<br> </span><span style='font-size: 10pt; font-family: Arial, sans-serif;'>Great for clubs, events, corporate teams and more</span></span></li><br></ul><br><p>&#xA0;</p><br><p><em>&#xA0;</em></p>                    "
Apex Run Singlet,http://www.champ-sys.com.au/custom/apex-run-singlet.html,apex-run-singlet,"                       <p><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>The Champion System Apex Run Singlet is constructed of our exclusive Champion System&#xA0;</span><span style='background-color: #ffffff;'>CS AirLite</span><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>&#xA0;fabric with strategically placed mesh side panels for even greater breathability and flatlock seams for increased comfort.</span></span></p><br><p class='MsoNormal'><span style='color: #000000;'><strong><span style='font-size: 10.0pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>Features:</span></strong></span></p><br><ul><br><li><span style='color: #000000; font-family: arial, helvetica, sans-serif;'><span style='font-size: 13px; line-height: 19px; background-color: #ffffff;'>Constructed of&#xA0;</span><span style='background-color: #ffffff;'>CS AirLite fabric</span><span style='font-size: 13px; line-height: 19px; background-color: #ffffff;'>.</span></span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>100% permanent UV protection yarn able to reach UPF50+.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>No annoying label tags at the neck</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Fully customisable.&#xA0; </span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Great for clubs, events, corporate teams and more.</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Mens Singlet - Crew neck only</span></li><br><li><span style='font-size: 10pt; font-family: Arial, sans-serif; color: #000000;'>Women&apos;s specific-cut available - V- neck only&#xA0;</span></li><br></ul><br><p><span style='color: #000000;'>&#xA0;</span></p>                    "
Pit Crew Shirt ,http://www.champ-sys.com.au/custom/pit-crew-shirt.html,pit-crew-shirt,"                       <p>Champion System custom pit crew shirts are made from the highest-quality fabrics and are about the half the price of our competitors.&#xA0;Our pit crew shirts are full custom designs, meaning we print the logos, colors or pictures you want.&#xA0;We offer two types of fabrics&#xA0;&#x2014; our <a href='motorsports/fabrics'>CS Tech</a> fabric, which is a lightweight and breathable fabric that is perfect for hot days, and our woven fabric that has the look and feel of more traditional pit crew shirts.&#xA0;Not sure which fabric to order?&#xA0;We&apos;re flexible&#xA0;&#x2014; order some of each!&#xA0;There&apos;s no extra charge for either fabric.</p><br><h4>Features:</h4><br><ul><br><li>Fully sublimated with your logos and colors.&#xA0;</li><br><li>No color charges.&#xA0;</li><br><li>No set-up charges.&#xA0;</li><br><li>Available with or without epaulettes and button cover front.&#xA0;</li><br><li>Low 10-piece minimum.</li><br><li>A BIG Feature That Really Sets Us Apart:&#xA0;Our state-of-the-art digital sublimation printing allows us to print virtually any design.&#xA0;Unlike most of our competitors, who use one set of artwork&#xA0;for the entire order, we prepare separate artwork for every garment and every size.&#xA0;That means the artwork will look great on an XS shirt and an XXXL shirt.&#xA0;It also means that your designs can cross seams.&#xA0;For example, let&apos;s say you have&#xA0;a design with a stripe&#xA0;that runs from the sleeve and across to the main body of the shirt.&#xA0;Our printing will guaurantee that the stripe will line up perfectly on every size.&#xA0;Most of our competitors cannot make that guarantee.</li><br></ul><br><p>&#xA0;</p><br><p>&#xA0;</p>                    "
Baseball Cap,http://www.champ-sys.com.au/custom/baseball-cap.html,baseball-cap,"                       <h4>Features:</h4><br><ul><br><li>One size fits all&#xA0;</li><br><li>NOT full custom - small Embroidery logo only</li><br></ul>                    "
Race Gloves,http://www.champ-sys.com.au/custom/race-gloves.html,race-gloves,"                       <p>The CS Race Glove is a tight-fitting slip-on style glove.&#xA0; Features a lightly padded palm so you can still feel the bars when racing.&#xA0; This is a true racing glove designed for serious racers.</p><br><p><strong>Features:</strong></p><br><ul type='disc'><br><li class='MsoNormal' style='color: black;'><span style='font-size: 10pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>unlimited number of colors </span></li><br><li class='MsoNormal' style='color: black;'><span style='font-size: 10pt; font-family: &apos;Arial&apos;,&apos;sans-serif&apos;;'>slip-on design (no velcro closure)</span></li><br></ul><br><p>&#xA0;</p><br><p>&#xA0;</p>                    "
